position,player_name,total_score,r4_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
CUT,"Rose, Justin",7,null,1.199,-1.955,0.028,-0.518,-2.446,-1.247
CUT,"Dunlap, Nick",7,null,-1.402,-1.047,1.802,-0.6,0.155,-1.247
CUT,"Clark, Wyndham",7,null,-1.694,-0.091,-0.099,0.637,0.447,-1.247
CUT,"Eckroat, Austin",7,null,-0.615,0.788,-0.659,-0.761,-0.632,-1.247
CUT,"Hodges, Lee",7,null,-1.394,-0.162,-0.612,0.92,0.147,-1.247
CUT,"Johnson, Zach",7,null,-1.153,0.575,-0.023,-0.647,-0.094,-1.247
CUT,"Hovland, Viktor",8,null,-0.632,-0.32,-0.22,-0.577,-1.115,-1.747
CUT,"Hagestad, Stewart",8,null,1.029,-0.826,-1.038,-0.912,-2.776,-1.747
CUT,"Lamprecht, Christo",8,null,0.218,0.096,-2.139,0.079,-1.965,-1.747
CUT,"Burns, Sam",9,null,-0.737,0.307,-1.665,-0.153,-1.51,-2.247
CUT,"Harman, Brian",9,null,2.107,-0.113,-2.804,-1.437,-4.354,-2.247
CUT,"Spieth, Jordan",9,null,-0.789,-0.906,-0.481,-0.071,-1.458,-2.247
CUT,"Watson, Bubba",10,null,-1.444,-1.059,-1.345,1.101,-1.303,-2.747
CUT,"Malnati, Peter",10,null,-1.192,-1.462,0.511,-0.605,-1.554,-2.747
CUT,"Jaeger, Stephan",10,null,-1.865,0.148,-1.589,0.558,-0.882,-2.747
CUT,"De La Fuente, Santiago",10,null,-0.149,-1.952,-1.232,0.586,-2.599,-2.747
CUT,"Schwartzel, Charl",11,null,-0.854,-0.972,-0.331,-1.091,-2.393,-3.247
CUT,"Hisatsune, Ryo",12,null,-2.024,0.116,-2.2,0.361,-1.723,-3.747
CUT,"Couples, Fred",12,null,1.26,-1.195,-3.056,-0.756,-5.006,-3.747
CUT,"Stubbs, Jasper",12,null,-0.199,-1.357,-1.494,-0.697,-3.548,-3.747
CUT,"Johnson, Dustin",13,null,-1.395,0.339,-2.058,-1.132,-2.852,-4.247
CUT,"Woodland, Gary",13,null,-0.245,-1.651,-0.302,-2.048,-4.002,-4.247
CUT,"Taylor, Nick",14,null,-1.185,-1.905,-1.891,0.234,-3.562,-4.747
CUT,"Meronk, Adrian",14,null,-0.273,-1.577,-1.431,-1.466,-4.473,-4.747
CUT,"Grillo, Emiliano",15,null,-1.825,-0.855,0.425,-2.993,-3.422,-5.247
